Date,Children apprehended and placed in CBP custody,Children in CBP custody,Children transferred out of CBP custody,Children in HHS Care,Children discharged from HHS Care
2018-12-23,215,450,166,6399,99
2018-12-24,199,385,264,6444,219
2018-12-25,157,348,194,6465,173
2018-12-26,182,366,164,6470,159
2018-12-27,224,387,203,6483,190
2018-12-28,218,381,224,6554,153
2018-12-29,138,362,157,6596,115
2018-12-30,157,384,135,6643,88
2018-12-31,189,395,178,6644,177
2019-01-01,229,404,220,6666,198
2019-01-02,197,382,219,6674,211
2019-01-03,221,383,220,6686,208
2019-01-04,217,357,243,6725,204
2019-01-05,231,439,149,6758,116
2019-01-06,233,504,168,6820,106
2019-01-07,237,439,302,6927,195
2019-01-08,229,421,247,7004,170
2019-01-09,248,418,251,7061,194
2019-01-10,214,423,209,7114,156
2019-01-11,204,418,209,7091,232
2019-01-12,179,436,161,7117,135
2019-01-13,187,446,177,7172,122
2019-01-14,204,374,276,7262,186
2019-01-15,248,422,200,7226,236
2019-01-16,270,458,234,7250,210
2019-01-17,191,390,259,7294,215
2019-01-18,243,428,205,7272,227
2019-01-19,199,468,159,7317,114
2019-01-20,217,523,162,7377,102
2019-01-21,242,436,329,7467,239
2019-01-22,195,428,203,7440,230
2019-01-23,200,402,226,7428,238
2019-01-24,243,460,185,7375,238
2019-01-25,283,516,227,7406,196
2019-01-26,148,468,196,7497,105
2019-01-27,217,529,156,7527,126
2019-01-28,290,493,326,7644,209
2019-01-29,237,473,257,7664,237
2019-01-30,263,510,226,7624,266
2019-01-31,218,404,324,7700,248
2019-02-01,265,462,207,7677,230
2019-02-02,180,468,174,7738,113
2019-02-03,161,425,204,7818,124
2019-02-04,311,528,208,7782,244
2019-02-05,233,484,277,7809,250
2019-02-06,252,437,299,7908,200
2019-02-07,219,393,263,7955,216
2019-02-08,218,410,201,7938,218
2019-02-09,223,504,129,7935,132
2019-02-10,205,514,195,7998,132
2019-02-11,285,490,309,8116,191
2019-02-12,289,473,306,8179,243
2019-02-13,283,534,222,8183,218
2019-02-14,280,535,279,8251,211
2019-02-15,342,608,269,8335,185
2019-02-16,195,556,247,8443,139
2019-02-17,227,568,215,8480,178
2019-02-18,320,583,305,8557,228
2019-02-19,326,592,317,8653,221
2019-02-20,218,489,321,8771,203
2019-02-21,257,463,283,8789,265
2019-02-22,331,582,212,8811,190
2019-02-23,247,575,254,8911,154
2019-02-24,236,602,209,8961,159
2019-02-25,261,543,320,9064,217
2019-02-26,255,500,298,9081,281
2019-02-27,282,503,279,9100,260
2019-02-28,260,454,309,9167,242
2019-03-01,278,489,243,9115,295
2019-03-02,241,560,170,9118,167
2019-03-03,215,540,235,9194,159
2019-03-04,304,499,345,9227,312
2019-03-05,434,662,271,9199,299
2019-03-06,215,501,376,9324,251
2019-03-07,294,552,243,9304,263
2019-03-08,250,506,296,9284,316
2019-03-09,260,600,166,9287,163
2019-03-10,240,629,211,9331,167
2019-03-11,314,621,322,9324,329
2019-03-12,334,571,384,9473,235
2019-03-13,289,549,311,9524,260
2019-03-14,332,615,266,9523,267
2019-03-15,197,402,410,9636,297
2019-03-16,302,584,120,9565,191
2019-03-17,252,594,242,9625,182
2019-03-18,330,587,337,9668,294
2019-03-19,233,466,354,9774,248
2019-03-20,247,435,278,9739,313
2019-03-21,286,414,307,9780,266
2019-03-22,280,483,211,9709,282
2019-03-23,249,563,169,9707,171
2019-03-24,280,657,186,9699,194
2019-03-25,215,493,379,9816,262
2019-03-26,324,553,264,9812,268
2019-03-27,281,561,273,9823,262
2019-03-28,272,538,295,9800,318
2019-03-29,225,461,302,9850,252
2019-03-30,257,520,198,9901,147
2019-03-31,166,460,226,9970,157
2019-04-01,299,533,226,9912,284
2019-04-02,217,412,338,9931,319
2019-04-03,274,456,230,9886,275
2019-04-04,267,502,221,9861,246
2019-04-05,324,533,293,9881,273
2019-04-06,224,571,186,9901,166
2019-04-07,208,587,192,9900,193
2019-04-08,251,518,320,9971,249
2019-04-09,329,609,238,9909,300
2019-04-10,294,571,332,9875,366
2019-04-11,256,504,323,9912,286
2019-04-12,262,487,279,9948,243
2019-04-13,182,508,161,9913,196
2019-04-14,244,549,203,9961,155
2019-04-15,208,457,300,10030,231
2019-04-16,304,542,219,9998,251
2019-04-17,277,529,290,10022,266
2019-04-18,388,663,254,9965,311
2019-04-19,230,531,362,10082,245
2019-04-20,227,543,215,10157,140
2019-04-21,302,621,224,10188,193
2019-04-22,325,556,390,10328,250
2019-04-23,244,477,323,10261,390
2019-04-24,281,516,242,10256,247
2019-04-25,271,480,307,10302,261
2019-04-26,283,524,239,10248,293
2019-04-27,208,536,196,10288,156
2019-04-28,228,596,168,10296,160
2019-04-29,213,519,290,10215,371
2019-04-30,277,502,294,10110,399
2019-05-01,263,507,258,10101,267
2019-05-02,237,424,320,10151,270
2019-05-03,192,410,206,10097,260
2019-05-04,242,489,163,10074,186
2019-05-05,220,519,190,10109,155
2019-05-06,220,460,279,10168,220
2019-05-07,235,443,252,10138,282
2019-05-08,196,407,232,10079,291
2019-05-09,210,380,237,9954,362
2019-05-10,226,397,209,9870,293
2019-05-11,251,495,153,9873,150
2019-05-12,189,477,207,9887,193
2019-05-13,270,483,264,9891,260
2019-05-14,226,491,218,9816,293
2019-05-15,255,470,276,9763,329
2019-05-16,240,422,288,9819,232
2019-05-17,280,498,204,9728,295
2019-05-18,192,477,213,9764,177
2019-05-19,165,448,194,9756,202
2019-05-20,199,352,295,9751,300
2019-05-21,227,399,180,9648,283
2019-05-22,203,371,231,9598,281
2019-05-23,261,441,191,9587,202
2019-05-24,229,422,248,9511,324
2019-05-25,298,584,136,9484,163
2019-05-26,161,506,239,9583,140
2019-05-27,253,473,286,9619,250
2019-05-28,207,400,280,9637,262
2019-05-29,228,407,221,9535,323
2019-05-30,251,466,192,9486,241
2019-05-31,173,395,244,9447,283
2019-06-01,184,439,140,9431,156
2019-06-02,237,524,152,9408,175
2019-06-03,195,423,296,9404,300
2019-06-04,218,421,220,9392,232
2019-06-05,244,433,232,9409,215
2019-06-06,204,404,233,9369,273
2019-06-07,192,374,222,9343,248
2019-06-08,126,322,178,9361,160
2019-06-09,196,428,90,9293,158
2019-06-10,206,423,211,9196,308
2019-06-11,180,379,224,9141,279
2019-06-12,213,407,185,9049,277
2019-06-13,192,360,239,9056,232
2019-06-14,193,371,182,8999,239
2019-06-15,195,397,169,9000,168
2019-06-16,145,385,157,9018,139
2019-06-17,245,421,209,8899,328
2019-06-18,170,325,266,8908,257
2019-06-19,189,364,150,8752,306
2019-06-20,279,467,176,8677,251
2019-06-21,248,452,263,8702,238
2019-06-22,180,439,193,8748,147
2019-06-23,154,433,160,8774,134
2019-06-24,193,394,232,8771,235
2019-06-25,212,409,197,8700,268
2019-06-26,210,408,211,8649,262
2019-06-27,206,415,199,8608,240
2019-06-28,208,409,214,8582,240
2019-06-29,172,438,143,8586,139
2019-06-30,143,423,158,8606,138
2019-07-01,160,354,229,8600,235
2019-07-02,198,355,197,8580,217
2019-07-03,140,290,205,8524,261
2019-07-04,168,296,162,8461,225
2019-07-05,153,293,156,8370,247
2019-07-06,149,329,113,8373,110
2019-07-07,138,363,104,8317,160
2019-07-08,216,354,225,8310,232
2019-07-09,186,364,176,8172,314
2019-07-10,142,304,202,8114,260
2019-07-11,191,331,164,8020,258
2019-07-12,154,291,194,7992,222
2019-07-13,134,296,129,7952,169
2019-07-14,154,343,107,7912,147
2019-07-15,160,311,192,7898,206
2019-07-16,197,307,201,7909,190
2019-07-17,154,293,168,7858,219
2019-07-18,157,312,138,7729,267
2019-07-19,156,306,162,7624,267
2019-07-20,135,313,128,7630,122
2019-07-21,173,371,115,7569,176
2019-07-22,190,357,204,7549,224
2019-07-23,223,370,210,7580,179
2019-07-24,243,433,180,7559,201
2019-07-25,148,349,232,7552,239
2019-07-26,174,327,196,7554,194
2019-07-27,123,290,160,7556,158
2019-07-28,130,296,124,7572,108
2019-07-29,157,291,162,7496,238
2019-07-30,147,279,159,7400,255
2019-07-31,147,247,179,7302,277
2019-08-01,142,242,147,7272,177
2019-08-02,121,225,138,7223,187
2019-08-03,140,283,82,7178,127
2019-08-04,108,285,106,7162,122
2019-08-05,222,368,139,7071,230
2019-08-06,136,303,201,7061,211
2019-08-07,147,253,197,7041,217
2019-08-08,120,244,129,6992,178
2019-08-09,188,314,118,6885,225
2019-08-10,146,356,104,6866,123
2019-08-11,129,351,134,6863,137
2019-08-12,119,269,201,6899,165
2019-08-13,150,273,146,6881,164
2019-08-14,123,243,153,6828,206
2019-08-15,181,302,122,6725,225
2019-08-16,164,316,150,6684,191
2019-08-17,125,328,113,6703,94
2019-08-18,86,280,134,6719,118
2019-08-19,125,233,172,6683,208
2019-08-20,161,255,139,6665,157
2019-08-21,174,276,153,6601,217
2019-08-22,172,305,143,6467,277
2019-08-23,114,251,168,6433,202
2019-08-24,129,283,97,6423,107
2019-08-25,144,335,92,6382,133
2019-08-26,113,267,181,6381,182
2019-08-27,145,259,153,6314,220
2019-08-28,151,233,177,6317,174
2019-08-29,139,240,132,6288,161
2019-08-30,110,231,119,6204,203
2019-08-31,118,263,86,6205,85
2019-09-01,109,270,102,6206,101
2019-09-02,132,232,170,6206,170
2019-09-03,124,219,137,6160,183
2019-09-04,126,236,109,6100,169
2019-09-05,134,239,131,6046,185
2019-09-06,144,249,134,6020,160
2019-09-07,109,261,97,6008,109
2019-09-08,108,273,96,5965,139
2019-09-09,137,277,133,5940,158
2019-09-10,101,246,132,5883,189
2019-09-11,145,250,141,5843,181
2019-09-12,135,263,122,5776,189
2019-09-13,136,254,145,5771,150
2019-09-14,132,293,93,5747,117
2019-09-15,85,277,101,5747,101
2019-09-16,100,198,179,5758,168
2019-09-17,140,242,96,5704,150
2019-09-18,135,239,138,5700,142
2019-09-19,138,244,133,5670,163
2019-09-20,126,240,130,5648,152
2019-09-21,126,279,87,5629,106
2019-09-22,132,286,125,5660,94
2019-09-23,145,263,168,5680,148
2019-09-24,130,251,142,5650,172
2019-09-25,98,187,162,5650,162
2019-09-26,151,251,87,5603,134
2019-09-27,162,289,124,5565,162
2019-09-28,126,299,116,5582,99
2019-09-29,100,282,117,5602,97
2019-09-30,149,285,146,5581,167
2019-10-01,64,200,149,5584,146
2019-10-02,71,150,121,5555,150
2019-10-03,49,113,86,5482,159
2019-10-04,54,101,66,5380,168
2019-10-05,54,120,35,5321,94
2019-10-06,48,124,44,5262,103
2019-10-07,48,105,67,5176,153
2019-10-08,60,116,49,5069,156
2019-10-09,61,122,55,5003,121
2019-10-10,57,114,65,4949,119
2019-10-11,58,112,60,4883,126
2019-10-12,46,113,45,4841,87
2019-10-13,60,127,46,4816,71
2019-10-14,49,104,72,4754,134
2019-10-15,52,107,49,4669,134
2019-10-16,56,103,60,4567,162
2019-10-17,64,113,54,4511,110
2019-10-18,45,87,71,4437,145
2019-10-19,39,95,31,4398,70
2019-10-20,35,94,36,4333,101
2019-10-21,57,106,45,4251,127
2019-10-22,48,101,53,4151,153
2019-10-23,53,104,50,4083,118
2019-10-24,62,112,54,4020,117
2019-10-25,51,88,75,3942,153
2019-10-26,49,106,31,3922,51
2019-10-27,46,109,43,3893,72
2019-10-28,62,118,53,3839,107
2019-10-29,61,121,58,3785,112
2019-10-30,51,105,67,3746,106
2019-10-31,55,87,73,3688,131
2019-11-01,78,119,46,3623,111
2019-11-02,60,129,50,3598,75
2019-11-03,46,117,58,3585,71
2019-11-04,73,130,60,3536,109
2019-11-05,56,120,66,3462,140
2019-11-06,82,146,56,3408,110
2019-11-07,78,163,61,3392,77
2019-11-08,70,141,92,3394,90
2019-11-09,58,138,61,3392,63
2019-11-10,55,130,63,3381,74
2019-11-11,74,113,91,3356,116
2019-11-12,63,116,60,3329,87
2019-11-13,69,127,58,3298,89
2019-11-14,76,126,77,3288,87
2019-11-15,61,109,78,3277,89
2019-11-16,51,109,51,3280,48
2019-11-17,47,105,51,3273,58
2019-11-18,57,111,51,3237,87
2019-11-19,50,105,56,3216,77
2019-11-20,74,129,50,3173,93
2019-11-21,87,148,68,3159,82
2019-11-22,83,152,79,3131,107
2019-11-23,44,136,60,3147,44
2019-11-24,63,144,55,3143,59
2019-11-25,83,149,78,3127,94
2019-11-26,62,130,81,3113,95
2019-11-27,68,140,58,3090,81
2019-11-28,49,109,80,3063,107
2019-11-29,69,126,52,3025,90
2019-11-30,48,129,45,3025,45
2019-12-01,71,158,42,3016,51
2019-12-02,64,146,76,3008,84
2019-12-03,88,163,71,3004,75
2019-12-04,94,168,89,3018,75
2019-12-05,72,134,106,3037,87
2019-12-06,68,130,72,3019,90
2019-12-07,50,132,48,3021,46
2019-12-08,66,149,49,3014,56
2019-12-09,74,153,70,2986,98
2019-12-10,64,129,88,2998,76
2019-12-11,87,146,70,2989,79
2019-12-12,76,139,83,2996,76
2019-12-13,69,125,83,2994,85
2019-12-14,63,143,45,2987,52
2019-12-15,81,176,48,2981,54
2019-12-16,89,170,95,2995,81
2019-12-17,79,163,86,2991,90
2019-12-18,89,159,93,2982,102
2019-12-19,68,128,99,3000,81
2019-12-20,81,141,68,2999,69
2019-12-21,70,153,58,3000,57
2019-12-22,64,158,59,3010,49
2019-12-23,86,151,93,3016,87
2019-12-24,72,129,94,3010,100
2019-12-25,87,162,54,2987,77
2019-12-26,88,165,85,2995,77
2019-12-27,52,125,92,2997,90
2019-12-28,82,166,41,2980,58
2019-12-29,43,141,68,2999,49
2019-12-30,74,133,82,3009,72
2019-12-31,94,171,56,2974,91
2020-01-01,91,160,102,2996,80
2020-01-02,76,136,100,3001,95
2020-01-03,81,144,73,2985,89
2020-01-04,94,194,44,2973,56
2020-01-05,61,179,76,2999,50
2020-01-06,113,196,96,3022,73
2020-01-07,94,168,122,3056,88
2020-01-08,80,142,106,3078,84
2020-01-09,87,154,75,3059,94
2020-01-10,82,157,79,3045,93
2020-01-11,92,195,54,3054,45
2020-01-12,90,216,69,3085,38
2020-01-13,73,164,125,3135,75
2020-01-14,90,165,89,3139,85
2020-01-15,84,156,93,3130,102
2020-01-16,116,192,80,3126,84
2020-01-17,78,172,98,3124,100
2020-01-18,103,204,71,3143,52
2020-01-19,80,210,74,3159,58
2020-01-20,80,160,130,3203,86
2020-01-21,86,151,95,3199,99
2020-01-22,84,146,89,3197,91
2020-01-23,79,147,78,3176,99
2020-01-24,97,163,81,3155,102
2020-01-25,67,172,58,3153,60
2020-01-26,58,167,63,3172,44
2020-01-27,90,159,98,3195,75
2020-01-28,73,142,90,3198,87
2020-01-29,85,143,84,3206,76
2020-01-30,83,155,71,3191,86
2020-01-31,84,165,74,3164,101
2020-02-01,122,235,52,3151,65
2020-02-02,91,239,87,3191,47
2020-02-03,110,190,159,3261,89
2020-02-04,81,173,98,3280,79
2020-02-05,96,167,102,3295,87
2020-02-06,110,184,93,3298,90
2020-02-07,91,175,100,3283,115
2020-02-08,103,219,59,3288,54
2020-02-09,75,200,94,3325,57
2020-02-10,102,180,122,3358,89
2020-02-11,97,179,98,3364,92
2020-02-12,109,197,91,3351,104
2020-02-13,96,180,113,3371,93
2020-02-14,102,185,97,3344,124
2020-02-15,87,208,64,3357,51
2020-02-16,81,211,78,3380,55
2020-02-17,114,207,118,3413,85
2020-02-18,110,190,127,3430,110
2020-02-19,105,195,100,3425,105
2020-02-20,99,174,120,3424,121
2020-02-21,120,209,85,3403,106
2020-02-22,87,225,71,3421,53
2020-02-23,86,205,106,3462,65
2020-02-24,108,203,110,3455,117
2020-02-25,137,230,110,3470,95
2020-02-26,87,189,128,3490,108
2020-02-27,119,207,101,3485,106
2020-02-28,80,157,130,3500,115
2020-02-29,93,193,57,3481,76
2020-03-01,119,250,62,3488,55
2020-03-02,119,234,135,3516,107
2020-03-03,113,233,114,3529,101
2020-03-04,101,190,144,3565,108
2020-03-05,111,200,101,3558,108
2020-03-06,106,198,108,3578,88
2020-03-07,83,200,81,3584,75
2020-03-08,90,215,75,3593,66
2020-03-09,114,212,117,3606,104
2020-03-10,98,194,116,3638,84
2020-03-11,98,185,107,3622,123
2020-03-12,90,190,85,3596,111
2020-03-13,117,215,92,3582,106
2020-03-14,102,249,68,3580,70
2020-03-15,97,246,100,3623,57
2020-03-16,127,251,122,3628,117
2020-03-17,112,211,152,3670,110
2020-03-18,117,215,113,3675,108
2020-03-19,115,219,111,3679,107
2020-03-20,109,207,121,3687,113
2020-03-21,86,203,90,3707,70
2020-03-22,131,255,79,3722,64
2020-03-23,103,196,162,3768,116
2020-03-24,100,203,93,3751,110
2020-03-25,118,198,123,3757,117
2020-03-26,114,211,101,3772,86
2020-03-27,89,186,114,3762,124
2020-03-28,111,240,57,3759,60
2020-03-29,92,257,75,3757,77
2020-03-30,93,193,157,3812,102
2020-03-31,132,212,113,3814,111
2020-04-01,117,218,111,3801,124
2020-04-02,88,182,124,3803,122
2020-04-03,139,226,95,3798,100
2020-04-04,100,248,78,3813,63
2020-04-05,90,252,86,3827,72
2020-04-06,136,270,118,3835,110
2020-04-07,109,202,177,3887,125
2020-04-08,106,198,110,3879,118
2020-04-09,97,192,103,3851,131
2020-04-10,116,198,110,3865,96
2020-04-11,97,221,74,3865,74
2020-04-12,91,223,89,3881,73
2020-04-13,95,179,139,3913,107
2020-04-14,109,194,94,3875,132
2020-04-15,106,205,95,3834,136
2020-04-16,87,167,125,3828,131
2020-04-17,85,171,81,3779,130
2020-04-18,99,203,67,3777,69
2020-04-19,61,183,81,3805,53
2020-04-20,110,176,117,3822,100
2020-04-21,99,178,97,3795,124
2020-04-22,130,226,82,3765,112
2020-04-23,99,198,127,3787,105
2020-04-24,118,209,107,3795,99
2020-04-25,85,216,78,3802,71
2020-04-26,92,224,84,3833,53
2020-04-27,119,223,120,3823,130
2020-04-28,100,195,128,3823,128
2020-04-29,124,230,89,3778,134
2020-04-30,92,220,102,3722,158
2020-05-01,101,188,133,3767,88
2020-05-02,94,218,64,3767,64
2020-05-03,90,208,100,3797,70
2020-05-04,129,226,111,3802,106
2020-05-05,86,195,117,3809,110
2020-05-06,78,161,112,3820,101
2020-05-07,83,160,84,3782,122
2020-05-08,107,188,79,3747,114
2020-05-09,88,195,81,3764,64
2020-05-10,83,193,85,3783,66
2020-05-11,81,170,104,3754,133
2020-05-12,108,176,102,3748,108
2020-05-13,80,136,120,3783,85
2020-05-14,115,168,83,3760,106
2020-05-15,148,231,85,3750,95
2020-05-16,87,236,82,3768,64
2020-05-17,89,244,81,3765,84
2020-05-18,90,195,139,3778,126
2020-05-19,73,153,115,3764,129
2020-05-20,88,176,65,3724,105
2020-05-21,82,171,87,3675,136
2020-05-22,78,158,91,3690,76
2020-05-23,106,205,59,3686,63
2020-05-24,85,206,84,3704,66
2020-05-25,102,209,99,3711,92
2020-05-26,92,191,110,3727,94
2020-05-27,94,166,119,3725,121
2020-05-28,112,198,80,3681,124
2020-05-29,96,183,111,3672,120
2020-05-30,89,209,63,3671,64
2020-05-31,80,202,87,3691,67
2020-06-01,78,166,114,3687,118
2020-06-02,66,128,104,3695,96
2020-06-03,61,126,63,3627,131
2020-06-04,79,138,67,3595,99
2020-06-05,83,161,60,3555,100
2020-06-06,57,156,62,3564,53
2020-06-07,69,165,60,3565,59
2020-06-08,83,160,88,3530,123
2020-06-09,59,122,97,3533,94
2020-06-10,72,123,71,3493,111
2020-06-11,87,149,61,3444,110
2020-06-12,87,151,85,3414,115
2020-06-13,59,154,56,3412,58
2020-06-14,71,168,57,3407,62
2020-06-15,96,173,91,3410,88
2020-06-16,92,171,94,3408,96
2020-06-17,81,152,100,3398,110
2020-06-18,77,151,78,3376,100
2020-06-19,75,148,78,3377,77
2020-06-20,75,167,56,3375,58
2020-06-21,72,173,66,3383,58
2020-06-22,90,179,84,3379,88
2020-06-23,84,159,104,3388,95
2020-06-24,93,170,82,3353,117
2020-06-25,83,165,88,3353,88
2020-06-26,93,173,85,3329,109
2020-06-27,80,185,68,3345,52
2020-06-28,62,174,73,3361,57
2020-06-29,63,145,92,3345,108
2020-06-30,104,174,75,3342,78
2020-07-01,70,140,104,3343,103
2020-07-02,52,107,85,3323,105
2020-07-03,61,105,63,3286,100
2020-07-04,65,141,29,3254,61
2020-07-05,55,144,52,3239,67
2020-07-06,63,120,87,3217,109
2020-07-07,84,140,64,3198,83
2020-07-08,58,132,66,3165,99
2020-07-09,60,112,80,3149,96
2020-07-10,70,111,71,3121,99
2020-07-11,61,134,38,3106,53
2020-07-12,62,150,46,3110,42
2020-07-13,78,156,72,3096,86
2020-07-14,70,145,81,3102,75
2020-07-15,73,145,73,3081,94
2020-07-16,65,127,83,3067,97
2020-07-17,68,133,62,3025,104
2020-07-18,58,145,46,3022,49
2020-07-19,59,152,52,3020,54
2020-07-20,76,148,80,3025,75
2020-07-21,74,144,78,3018,85
2020-07-22,68,127,85,2999,104
2020-07-23,60,125,62,2972,89
2020-07-24,68,120,73,2969,76
2020-07-25,57,134,43,2964,48
2020-07-26,59,154,39,2968,35
2020-07-27,95,156,93,2954,107
2020-07-28,63,129,90,2961,83
2020-07-29,72,128,73,2960,74
2020-07-30,80,132,76,2943,93
2020-07-31,69,131,70,2939,74
2020-08-01,69,159,41,2928,52
2020-08-02,46,143,62,2950,40
2020-08-03,60,124,79,2952,77
2020-08-04,50,106,68,2953,67
2020-08-05,54,109,51,2931,73
2020-08-06,59,104,64,2890,105
2020-08-07,65,118,51,2867,74
2020-08-08,51,129,40,2858,49
2020-08-09,59,142,46,2855,49
2020-08-10,56,127,71,2845,81
2020-08-11,54,117,64,2808,101
2020-08-12,86,153,50,2767,91
2020-08-13,60,131,82,2761,88
2020-08-14,51,109,73,2758,76
2020-08-15,44,112,41,2750,49
2020-08-16,42,117,37,2733,54
2020-08-17,66,120,63,2715,81
2020-08-18,54,106,68,2705,78
2020-08-19,58,100,64,2690,79
2020-08-20,56,103,53,2660,83
2020-08-21,64,103,64,2634,90
2020-08-22,43,107,39,2623,50
2020-08-23,41,103,45,2628,40
2020-08-24,59,109,53,2608,73
2020-08-25,62,107,64,2597,75
2020-08-26,60,114,53,2575,75
2020-08-27,50,102,62,2570,67
2020-08-28,63,113,52,2561,61
2020-08-29,43,107,49,2569,41
2020-08-30,45,109,43,2569,43
2020-08-31,49,93,65,2572,62
2020-09-01,64,110,47,2559,60
2020-09-02,58,105,63,2547,75
2020-09-03,58,102,61,2532,76
2020-09-04,64,102,64,2526,70
2020-09-05,69,134,37,2526,37
2020-09-06,35,119,50,2530,46
2020-09-07,47,97,69,2530,69
2020-09-08,48,95,50,2497,83
2020-09-09,46,89,52,2463,86
2020-09-10,45,86,48,2437,74
2020-09-11,50,89,47,2416,68
2020-09-12,37,91,35,2411,40
2020-09-13,47,106,32,2400,43
2020-09-14,53,100,59,2403,56
2020-09-15,57,101,56,2383,76
2020-09-16,57,95,63,2381,65
2020-09-17,58,114,39,2352,68
2020-09-18,50,107,57,2343,66
2020-09-19,62,133,36,2345,34
2020-09-20,46,120,59,2369,35
2020-09-21,40,89,71,2375,65
2020-09-22,45,85,49,2345,79
2020-09-23,41,85,41,2314,72
2020-09-24,53,98,40,2285,69
2020-09-25,52,91,59,2260,84
2020-09-26,42,102,31,2258,33
2020-09-27,61,125,38,2256,40
2020-09-28,57,113,69,2275,50
2020-09-29,59,115,57,2261,71
2020-09-30,46,100,61,2263,59
2020-10-01,240,317,23,2232,54
2020-10-02,280,458,139,2316,55
2020-10-03,243,546,155,2446,25
2020-10-04,179,503,222,2638,30
2020-10-05,271,455,319,2907,50
2020-10-06,279,480,254,3097,64
2020-10-07,270,503,247,3279,65
2020-10-08,247,465,285,3495,69
2020-10-09,257,504,218,3635,78
2020-10-10,231,546,189,3779,45
2020-10-11,240,592,194,3915,58
2020-10-12,305,580,317,4160,72
2020-10-13,328,609,299,4384,75
2020-10-14,267,490,386,4662,108
2020-10-15,260,466,284,4841,105
2020-10-16,298,487,277,5016,102
2020-10-17,260,565,182,5119,79
2020-10-18,222,561,226,5283,62
2020-10-19,314,531,344,5498,129
2020-10-20,323,626,228,5605,121
2020-10-21,338,655,309,5802,112
2020-10-22,364,646,373,6044,131
2020-10-23,245,568,323,6227,140
2020-10-24,237,607,198,6355,70
2020-10-25,237,602,242,6528,69
2020-10-26,275,537,340,6754,114
2020-10-27,253,514,276,6895,135
2020-10-28,223,421,316,7009,202
2020-10-29,283,507,197,7049,157
2020-10-30,248,441,314,7228,135
2020-10-31,240,489,192,7305,115
2020-11-01,248,560,177,7372,110
2020-11-02,279,583,256,7468,160
2020-11-03,341,656,268,7575,161
2020-11-04,337,653,340,7784,131
2020-11-05,359,675,337,7953,168
2020-11-06,457,848,284,8071,166
2020-11-07,292,840,300,8252,119
2020-11-08,301,786,355,8488,119
2020-11-09,280,615,451,8760,179
2020-11-10,271,571,315,8918,157
2020-11-11,417,686,302,9015,205
2020-11-12,286,590,382,9141,256
2020-11-13,281,527,344,9306,179
2020-11-14,278,591,214,9387,133
2020-11-15,276,646,221,9458,150
2020-11-16,287,608,325,9571,212
2020-11-17,314,609,313,9686,198
2020-11-18,396,713,292,9759,219
2020-11-19,292,606,399,9961,197
2020-11-20,267,517,356,10127,190
2020-11-21,322,652,187,10194,120
2020-11-22,301,710,243,10291,146
2020-11-23,300,568,442,10563,170
2020-11-24,259,547,280,10640,203
2020-11-25,294,516,325,10757,208
2020-11-26,326,620,222,10699,280
2020-11-27,392,611,401,10859,241
2020-11-28,239,563,287,11000,146
2020-11-29,276,631,208,11051,157
2020-11-30,364,653,342,11096,297
2020-12-01,279,579,353,11192,257
2020-12-02,466,763,282,11165,309
2020-12-03,334,711,386,11264,287
2020-12-04,420,769,362,11418,208
2020-12-05,352,825,296,11567,147
2020-12-06,399,926,298,11722,143
2020-12-07,434,850,510,11942,290
2020-12-08,279,643,486,12161,267
2020-12-09,355,701,297,12201,257
2020-12-10,408,752,357,12213,345
2020-12-11,388,725,415,12353,275
2020-12-12,364,804,285,12487,151
2020-12-13,382,888,298,12630,155
2020-12-14,437,901,424,12823,231
2020-12-15,387,794,494,12975,342
2020-12-16,302,605,491,13210,256
2020-12-17,373,668,310,13245,275
2020-12-18,425,807,286,13277,254
2020-12-19,288,796,299,13407,169
2020-12-20,373,871,298,13534,171
2020-12-21,458,844,485,13730,289
2020-12-22,407,829,422,13845,307
2020-12-23,252,674,407,14002,250
2020-12-24,329,614,389,14083,308
2020-12-25,530,847,297,14073,307
2020-12-26,312,816,343,14252,164
2020-12-27,252,656,412,14442,222
2020-12-28,481,758,379,14475,346
2020-12-29,400,767,391,14559,307
2020-12-30,471,857,381,14629,311
2020-12-31,416,799,474,14796,307
2021-01-01,504,895,408,14922,282
2021-01-02,422,994,323,15042,203
2021-01-03,444,1110,328,15185,185
2021-01-04,662,1183,589,15473,301
2021-01-05,544,1182,545,15623,395
2021-01-06,371,860,693,16033,283
2021-01-07,503,885,478,16234,277
2021-01-08,558,981,462,16293,403
2021-01-09,479,1103,357,16385,265
2021-01-10,375,1009,469,16679,175
2021-01-11,560,1115,454,16843,290
2021-01-12,540,1050,605,16994,454
2021-01-13,692,1104,638,17278,354
2021-01-14,420,907,617,17550,345
2021-01-15,436,750,593,17739,404
2021-01-16,382,862,270,17774,235
2021-01-17,371,924,309,17851,232
2021-01-18,411,804,531,17929,453
2021-01-19,310,600,514,18030,413
2021-01-20,440,725,315,17968,377
2021-01-21,497,855,367,17856,479
2021-01-22,437,768,524,18011,369
2021-01-23,534,1039,263,18066,208
2021-01-24,400,1133,306,18130,242
2021-01-25,571,1132,572,18229,473
2021-01-26,489,987,634,18455,408
2021-01-27,532,1001,518,18625,348
2021-01-28,490,882,609,18748,486
2021-01-29,577,906,553,18776,525
2021-01-30,403,997,312,18841,247
2021-01-31,430,1064,363,18929,275
2021-02-01,553,1051,566,19058,437
2021-02-02,501,880,672,19307,423
